参考市场数量k,结构价格弹性系数alpha,GDP对数敏感系数gamma1,人口对数敏感系数gamma2,层级溢价强度eta,平均相对误差,中位相对误差,最大相对误差
4,1.2,0.15,0.1,0.25,0.6189622340706508,0.7275732035776845,1.2648255431196522
4,1.0,0.3,0.05,0.15,0.6189754439956,0.7462977844338683,1.1357786792585307
2,0.6,0.1,0.25,0.25,0.6190062920072402,0.5959208207249407,1.1838927211377632
3,1.2,0.05,0.1,0.25,0.6190303895071075,0.6401326571564377,1.3311967140259648
3,1.2,0.2,0.1,0.2,0.6191433803301399,0.7574616474157,1.346058585012602
2,1.0,0.2,0.1,0.15,0.6192062771816909,0.5456288412516263,1.2046853721062694
3,0.7,0.1,0.2,0.2,0.6193277061663707,0.7629224071947306,1.160866944511459
3,1.4,0.05,0.05,0.25,0.619355499001983,0.5626004459504306,1.3709342348536695
4,0.4,0.25,0.25,0.2,0.6194605827391875,0.49373861828588184,1.2758949083874664
2,1.0,0.25,0.1,0.15,0.6194646049145657,0.49679388255457657,1.3032325082134393
4,0.8,0.1,0.15,0.15,0.6195133567528391,0.7072613736571194,1.2165870093017934
3,1.0,0.3,0.15,0.2,0.6195872807364579,0.5956900800511649,1.2319018624174012
2,1.1,0.05,0.15,0.25,0.6196402608127365,0.6001322973384925,1.4036743800584617
4,1.1,0.25,0.1,0.25,0.6196802031832287,0.7752627392657755,1.0783833495180433
4,1.2,0.1,0.05,0.15,0.6197446366570478,0.6517939000622036,1.3069330112833986
2,0.5,0.05,0.2,0.15,0.6198603216624734,0.5227599329403838,1.0569316190517668
2,1.1,0.3,0.1,0.2,0.619879518128758,0.41027889390122085,1.4311988074238973
2,1.0,0.15,0.2,0.3,0.6198917453114361,0.5133879999533502,1.2841196488590023
2,0.8,0.05,0.25,0.3,0.6199543665898238,0.5921902347769862,1.2534887790789084
2,0.9,0.3,0.15,0.25,0.6200664883895917,0.4189802498365996,1.5340309471959406
2,0.7,0.3,0.2,0.3,0.6202155015152374,0.4292300993878165,1.6384768748850898
2,0.4,0.25,0.2,0.15,0.6202194885296701,0.6202733702640625,1.485066933328074
2,0.9,0.25,0.15,0.2,0.6202269076058733,0.495487491804259,1.392273293635814
3,0.8,0.3,0.15,0.15,0.6202558942081766,0.577797621387989,1.2294127457122352
4,1.1,0.2,0.15,0.3,0.6203203288080802,0.776276813125734,1.1964011187182364
3,1.3,0.1,0.1,0.25,0.6204024165679277,0.7066369002099958,1.4301776705271947
4,1.1,0.15,0.1,0.2,0.6205360103706844,0.7176691311721267,1.2512875158833778
4,0.8,0.05,0.15,0.15,0.6205380625232648,0.6713734897353503,1.246561766157051
3,0.9,0.05,0.25,0.3,0.6205507618003189,0.7664312958736021,1.383105832935409
4,1.2,0.1,0.15,0.3,0.6206211874297741,0.7464056552981054,1.3862759627671986
3,1.2,0.3,0.15,0.25,0.6207008146127215,0.6172902252613491,1.3758806058214001
4,0.6,0.05,0.2,0.15,0.6209669023584606,0.7149288323776911,1.1751408240155143
4,0.4,0.25,0.2,0.15,0.6209856534876399,0.5729787728839907,1.2975810325021158
4,0.9,0.15,0.15,0.2,0.6210307401161592,0.75188833953518,1.1997886293846922
2,0.5,0.1,0.2,0.15,0.6210584046136469,0.555226076237582,1.1057458153242767
4,0.6,0.2,0.25,0.25,0.6210846057612214,0.5817315448297908,1.118768901004706
4,0.6,0.2,0.2,0.2,0.6211748478137421,0.66137722319618,1.1224963689557403
4,1.2,0.3,0.1,0.3,0.6211926611389766,0.7231846947290522,1.1052525623338278
4,0.5,0.15,0.2,0.15,0.621258432297988,0.7377227538920297,1.0700104978153928
2,0.7,0.2,0.25,0.3,0.6212986418444726,0.5227914682063871,1.441570843037396
2,1.4,0.3,0.1,0.3,0.6213516068479066,0.44679194746554163,1.4412498891879963
4,0.9,0.05,0.25,0.3,0.6214104875705148,0.7664312958736021,1.383105832935409
2,1.1,0.1,0.15,0.25,0.6214225129545934,0.5677227946592753,1.3721205907577902
4,1.4,0.25,0.05,0.3,0.6215663467153587,0.7478935255245331,1.1156415537225357
3,0.8,0.05,0.15,0.2,0.6215917510659295,0.6716480407299928,1.1369956559268795
2,0.6,0.3,0.15,0.15,0.621662760199188,0.505016709725005,1.5273230738424488
4,0.6,0.25,0.15,0.15,0.6216903818354959,0.6751334290731043,1.22143376740516
3,1.3,0.25,0.05,0.15,0.6216904597016603,0.7341192189041618,1.3237947011187496
3,0.9,0.1,0.15,0.2,0.6217382717340345,0.7186876157482465,1.2297771173116567
2,0.6,0.15,0.25,0.25,0.6218358830623717,0.6353506601117611,1.3078422463347232
4,1.1,0.1,0.15,0.25,0.6218752583880116,0.7386082223210242,1.3721205907577902
3,1.4,0.15,0.05,0.2,0.6219472368821404,0.7058705456225988,1.415320075378296
2,1.2,0.25,0.15,0.3,0.6220057558436844,0.41904921440233794,1.4018887663013673
4,0.4,0.3,0.25,0.2,0.6221498594827263,0.45208465983597124,1.3686394965287343
3,1.0,0.25,0.15,0.2,0.6221918081144281,0.6851631698396466,1.2634419588580252
2,0.4,0.2,0.25,0.2,0.6222304704341467,0.6373709416267331,1.4333122604546957
4,0.7,0.1,0.25,0.25,0.622235850436571,0.7270969856053676,1.214401418297993
2,0.5,0.15,0.2,0.15,0.6222564875648208,0.5938094333182342,1.2278385428576006
3,0.8,0.25,0.15,0.15,0.6222953638311697,0.6744425494956247,1.138989540235425
4,0.9,0.1,0.2,0.25,0.6223863926034799,0.776879600221302,1.29889697686146
2,0.7,0.05,0.2,0.2,0.622404059826295,0.5497984675202959,1.1879764871594938
4,1.0,0.05,0.15,0.2,0.6224535354516155,0.6981637225547271,1.3896023446205177
3,0.8,0.3,0.2,0.2,0.6225013402345287,0.48795283392718064,1.2375234696752395
3,1.3,0.1,0.05,0.2,0.6225908545016526,0.6662877234325392,1.3205342144126344
4,1.3,0.05,0.1,0.25,0.6226201473121831,0.6153296584183977,1.4650790131618654
2,1.0,0.2,0.2,0.3,0.6226576840024518,0.4713553614744117,1.3579359953286365
3,1.2,0.15,0.1,0.2,0.6228778066042469,0.7289031144092754,1.380945631815821
4,0.6,0.25,0.2,0.2,0.6229381792450679,0.5922747944733042,1.214617404267624
4,1.4,0.05,0.1,0.3,0.6229492870503659,0.5963669941814407,1.4795367276344455
4,0.6,0.3,0.15,0.15,0.622956769672355,0.6012541859355176,1.3122809076730955
3,0.8,0.2,0.15,0.15,0.6229639922445653,0.77108747760326,1.1566374955912793
3,1.1,0.1,0.1,0.2,0.623036759937437,0.6877213971930172,1.2844591025563132
4,1.1,0.05,0.2,0.3,0.6230803831543119,0.7096415768140695,1.4758126256571487
3,0.7,0.05,0.25,0.25,0.6231200687288505,0.7891842481725609,1.2401888129495604
4,1.0,0.25,0.1,0.2,0.6231549594298476,0.7684252621141954,1.0656215012731665
2,0.8,0.1,0.25,0.3,0.6231598036021467,0.6122852555947289,1.2276892667621875
3,1.0,0.3,0.2,0.25,0.623165535710033,0.5114959626745393,1.3112233641522892
4,0.4,0.3,0.2,0.15,0.6231837420960387,0.4983855359002995,1.3888840911895477
2,1.1,0.15,0.15,0.25,0.6232047650964502,0.5233022024100574,1.3405668014571182
3,1.0,0.05,0.1,0.2,0.6232302568921843,0.6424686298450019,1.1917818870356593
3,1.2,0.05,0.05,0.2,0.6232699626329212,0.6156612225941913,1.2293096074880263
4,0.4,0.05,0.25,0.15,0.623284276809176,0.7718808073272,1.1567555677507515
4,0.6,0.25,0.25,0.25,0.623312540198577,0.5171729625335671,1.212207911354813
4,1.0,0.05,0.1,0.15,0.6233214941075216,0.6420231482666628,1.3041569474010886
4,1.0,0.15,0.1,0.15,0.6233413822704353,0.7062450174030386,1.2378425638712087
2,1.2,0.05,0.1,0.2,0.6233917016651801,0.5943219122525534,1.4507197254222608
4,1.0,0.2,0.15,0.25,0.6233926032436687,0.7771051079123646,1.1830544597011985
4,1.3,0.25,0.05,0.25,0.6233959051695863,0.7462430025737384,1.1026563974059336
2,0.5,0.2,0.2,0.15,0.6234545705159944,0.6323927903988863,1.349931270390925
3,0.6,0.3,0.25,0.2,0.6235052020086171,0.41906793018813937,1.2981357499251303
2,1.3,0.3,0.05,0.15,0.6235699036762907,0.4030142063347729,1.3300127504117971
3,0.6,0.3,0.2,0.15,0.6236503866403018,0.4677940951836853,1.3021499458928218
4,0.8,0.05,0.2,0.2,0.6236780949988338,0.7358814953149431,1.313742959387344
3,0.6,0.25,0.25,0.2,0.6237277105434302,0.473692282069889,1.2060147146132465
3,1.0,0.2,0.15,0.2,0.6237555154923294,0.7746362596281283,1.294982055298648
3,0.8,0.3,0.25,0.25,0.6238183018312394,0.4509379368813031,1.2491102747514968
2,1.3,0.25,0.05,0.15,0.6238751552559623,0.4329098593699934,1.3237947011187496
3,1.2,0.25,0.15,0.25,0.6239026673617956,0.6951537431650782,1.409066191274556
3,0.8,0.25,0.2,0.2,0.6239058901862475,0.5784543950643829,1.1996914765354432
3,0.6,0.2,0.25,0.2,0.623950219078243,0.5651311939606205,1.1496548881367445
3,0.4,0.15,0.25,0.15,0.6239625913180953,0.6549889990390465,1.089343210543904
4,0.6,0.1,0.2,0.15,0.6239844289784295,0.7554889255639918,1.1480443316812141
3,1.4,0.2,0.1,0.25,0.6240337730934077,0.7206392709165809,1.4965492298150531
3,1.4,0.25,0.1,0.25,0.6240417281267171,0.6631366505626072,1.4598438750317777
3,1.4,0.3,0.1,0.25,0.6240496831600263,0.6056340302086335,1.4231385202485014
4,0.8,0.25,0.15,0.2,0.6240910047877023,0.6930647563260262,1.1421221580262866
2,0.7,0.1,0.2,0.2,0.6241486454523418,0.5901052187061732,1.160866944511459
2,1.2,0.1,0.1,0.2,0.6241527329238221,0.5766387568434911,1.4158326786190414
3,0.6,0.15,0.25,0.2,0.6241727276130561,0.6565701058513521,1.1754298689458886
2,1.3,0.2,0.05,0.15,0.6241804068356337,0.4825240466807633,1.3623666500003808
4,0.6,0.05,0.25,0.2,0.6242090519652962,0.7844287028668357,1.2269798305641777
4,0.8,0.15,0.25,0.3,0.6242572314344764,0.6622713437740637,1.201889754445466
4,1.0,0.15,0.2,0.3,0.6242792176009314,0.7569600139064531,1.2841196488590023
3,0.4,0.2,0.25,0.15,0.6242964019484174,0.5565891139879992,1.1806462692313355
4,1.1,0.3,0.1,0.25,0.6243662452878208,0.7334047267223208,1.1268138872259976
2,1.3,0.15,0.05,0.15,0.6244856584153053,0.5321382339915333,1.4009385988820133
3,0.6,0.25,0.2,0.15,0.6244941986527351,0.5653593209669545,1.2113028056248865
3,0.8,0.25,0.25,0.25,0.6246299747466977,0.49244211181441416,1.260538493056686
3,0.4,0.25,0.25,0.15,0.6246302125787394,0.4581892289369513,1.2719493279187675
4,0.6,0.3,0.2,0.2,0.6247015106763938,0.5231723657504282,1.3067384395795083
2,1.3,0.1,0.05,0.15,0.624790909994977,0.5817524213023032,1.439510547763645
3,1.2,0.15,0.05,0.15,0.6247952624345192,0.6808441573524249,1.2702572673412567
3,1.0,0.15,0.15,0.2,0.6249065154958839,0.7611420386893241,1.326522151739271
2,1.2,0.15,0.1,0.2,0.6249137641824638,0.5296936042780825,1.380945631815821
4,0.8,0.3,0.15,0.2,0.6249146863665066,0.624758265874856,1.2336730320719558
3,0.4,0.3,0.25,0.15,0.6249640232090614,0.4084737736505693,1.3632523866061992
2,1.1,0.2,0.15,0.25,0.6249870172383069,0.47888161016083886,1.3090130121564456
2,0.9,0.25,0.2,0.3,0.6250493501744302,0.42340596379452194,1.4899009332486794
2,1.3,0.05,0.05,0.15,0.6250961615746484,0.5883276555492898,1.478082496645277
4,0.4,0.1,0.25,0.15,0.6250987172365661,0.7276535637326391,1.1164673236094222
3,1.0,0.25,0.2,0.25,0.6251627700091159,0.5951090344922496,1.3412252319382
2,0.4,0.3,0.2,0.2,0.6251671946925856,0.49622176319373634,1.6335260092124935
3,1.2,0.3,0.2,0.3,0.6253022295706975,0.5385715201687217,1.4603477007965486
3,0.8,0.2,0.2,0.2,0.6253104401379664,0.6689559562015858,1.2282043472484185
3,0.6,0.2,0.2,0.15,0.6253380106651681,0.6629245467502235,1.1204556653569517
3,0.8,0.2,0.25,0.25,0.6254416476621559,0.5770999215238345,1.2876607746558524
4,0.6,0.3,0.25,0.25,0.6255404746359327,0.4860521292959409,1.3056469217049202
3,1.0,0.3,0.25,0.3,0.6255704402202319,0.4808339076660841,1.3774990226509616
4,1.2,0.25,0.05,0.2,0.6256438614985917,0.7373423057607096,1.0897614202751478
2,1.2,0.2,0.1,0.2,0.6256747954411059,0.48274845171267383,1.346058585012602
3,1.3,0.2,0.05,0.15,0.6257325666748793,0.7221065791572773,1.3623666500003808
4,0.8,0.2,0.2,0.25,0.6257500117490439,0.6783028029865902,1.119533538903102
3,0.8,0.15,0.15,0.15,0.6257995969633363,0.7431492575788883,1.1866122524465363
2,0.7,0.15,0.2,0.2,0.6258932310783888,0.6304119698920498,1.2268296041981088
3,0.5,0.1,0.2,0.15,0.6259676975916643,0.7459878493669388,1.0311693452416653
3,1.0,0.15,0.1,0.15,0.6261020602748629,0.7062450174030386,1.2378425638712087
2,1.3,0.05,0.15,0.3,0.6261061603391251,0.5468428871393782,1.5568060109755868
2,0.6,0.25,0.2,0.2,0.6261778038187364,0.5538279212286359,1.4817477527850709
3,0.6,0.15,0.2,0.15,0.6261818226776016,0.7604897725334931,1.1209478393469139
3,1.4,0.15,0.1,0.25,0.6262053808530372,0.7473470007569343,1.5332545845983299
2,1.1,0.3,0.15,0.3,0.6262165542348099,0.443453002843244,1.5324903071163642
3,0.8,0.15,0.25,0.25,0.6262533205776143,0.6617577312332555,1.3147830562550193
2,0.4,0.25,0.25,0.25,0.6262832860697713,0.5384976879107484,1.5814529354918483
3,1.2,0.2,0.15,0.25,0.6263142708354922,0.7511108171988979,1.4422517767277123
2,0.8,0.15,0.25,0.3,0.6263652406144694,0.5706897053874953,1.3082835219177653
2,1.2,0.25,0.1,0.2,0.6264358266997476,0.43580329914726507,1.311171538209382
2,1.0,0.3,0.1,0.15,0.6264487962070769,0.44795892385752695,1.421457367120109
2,0.9,0.05,0.2,0.25,0.6265091519007648,0.586260350022952,1.327422908973873
4,0.7,0.15,0.2,0.2,0.626525680584366,0.747113320036772,1.1337574018634238
3,1.1,0.05,0.2,0.3,0.6267073719774076,0.7096415768140695,1.4758126256571487
3,0.8,0.15,0.2,0.2,0.6267149900896852,0.759457517338788,1.2567172179613935
4,1.4,0.15,0.05,0.25,0.6268460911594587,0.7046376979999937,1.2975235252871173
3,0.6,0.1,0.25,0.2,0.6269450897296991,0.748009017742084,1.201204849755033
3,1.0,0.25,0.25,0.3,0.6270035675103792,0.5145706556799425,1.4060376820789002
3,1.1,0.3,0.1,0.15,0.6270189718007901,0.7077957478641359,1.2620965042098065
4,0.8,0.25,0.2,0.25,0.6270454710559811,0.6145528071169681,1.1515547840647211
3,0.8,0.1,0.25,0.25,0.6270649934930727,0.7464155409426759,1.3419053378541856
3,1.1,0.1,0.05,0.15,0.6271131882999712,0.6355872206466023,1.1815729596671904
4,0.8,0.2,0.25,0.3,0.6271324770430241,0.6028556196229887,1.1760902421287445
3,1.0,0.2,0.2,0.25,0.6271600043081984,0.6787221063099594,1.3712270997241105
3,0.4,0.05,0.2,0.15,0.6272784986321027,0.6893147707765636,1.0029529146350318
3,0.7,0.1,0.15,0.15,0.6273752007495568,0.694084442165655,1.0960218753101307
4,1.3,0.15,0.05,0.2,0.627437340572193,0.693593260341313,1.2838434416760884
4,1.2,0.05,0.1,0.2,0.6274520082529444,0.6385775877551344,1.4507197254222608
2,0.8,0.3,0.15,0.2,0.6275744334810258,0.4433387334182974,1.5240685551350073
2,0.7,0.2,0.2,0.2,0.6276378167044356,0.6059303512262062,1.3484489705235423
4,0.7,0.2,0.15,0.15,0.6276713646060621,0.7660302052483725,1.0873897519907607
4,1.1,0.25,0.15,0.3,0.6276838992280154,0.7182303954298884,1.166386225880942
2,0.8,0.05,0.15,0.15,0.6277443379668123,0.5430184200775724,1.246561766157051
4,0.5,0.15,0.25,0.2,0.6277925147177981,0.6489447266320114,1.0568782263380696
3,1.2,0.25,0.2,0.3,0.6279250098271691,0.6154531600211447,1.4919148061488736
3,0.9,0.1,0.1,0.15,0.6279708858295864,0.6588834779088282,1.1475263871014802
4,1.0,0.3,0.1,0.2,0.6280739145952947,0.728708956083282,1.1534044669726682
4,1.0,0.1,0.15,0.2,0.6281462560343576,0.7296528806220256,1.3580622481798945
3,0.5,0.05,0.25,0.2,0.6281467828702935,0.7778252246000111,1.1058898921184954
4,1.3,0.2,0.1,0.3,0.6281627520506476,0.7626909141530986,1.2452581388327084
2,1.3,0.1,0.15,0.3,0.6282244057375177,0.5041395603771517,1.5236068269069065
4,0.8,0.3,0.2,0.25,0.6283409303629184,0.5508028112473468,1.2442740160485437
4,1.2,0.15,0.05,0.15,0.6283643346551963,0.6808441573524249,1.2702572673412567
2,0.8,0.1,0.15,0.15,0.6283744612003044,0.5842334526194753,1.2165870093017934
4,1.1,0.25,0.05,0.15,0.6283846736893631,0.7270894722013154,1.0769559687966237
3,1.2,0.15,0.15,0.25,0.6284125235823584,0.7759387450152277,1.4754373621808687
3,1.0,0.2,0.25,0.3,0.6284366948005262,0.5926095059757519,1.4345763415068384
2,1.3,0.3,0.1,0.25,0.6284980968487207,0.4349050281935343,1.4312921106960232
3,0.9,0.05,0.2,0.25,0.6286066330668323,0.7443385095034191,1.327422908973873
2,0.6,0.3,0.2,0.25,0.6286273884472569,0.4347698843378179,1.6283079274858792
2,0.6,0.2,0.25,0.25,0.6286860871043587,0.594298244838364,1.431791771531682
2,0.9,0.1,0.2,0.25,0.6287039288943422,0.6282562695658356,1.29889697686146
4,0.8,0.25,0.25,0.3,0.628866390942502,0.5434398954719144,1.1641413485649177
3,0.6,0.05,0.15,0.15,0.6289074168291098,0.6391291662689669,1.0342525374597964
2,1.1,0.25,0.15,0.25,0.6289622468964196,0.43446101791162034,1.3921189924393673
2,0.5,0.05,0.25,0.2,0.6289920686529968,0.5398828670275172,1.1058898921184954
2,0.8,0.15,0.15,0.15,0.6290045844337965,0.6254484851613781,1.1866122524465363
3,1.0,0.15,0.2,0.25,0.6291572386072812,0.7623351781276697,1.4012289675100225
3,1.3,0.3,0.1,0.2,0.629255466179591,0.6671361719335361,1.408012453137474
3,1.0,0.05,0.05,0.15,0.6294294652249974,0.6158313631814327,1.2457978781808794
4,0.9,0.25,0.1,0.15,0.6294634920107662,0.7605823620985183,1.0956452984408511
4,0.8,0.05,0.25,0.25,0.6294926660422296,0.7855141148323829,1.369027619453352
3,1.1,0.25,0.1,0.15,0.6295281691102632,0.7712149334829449,1.2969688344999957
2,0.8,0.2,0.15,0.15,0.6296347076672885,0.6139945618744104,1.2631499564265634
3,0.8,0.05,0.1,0.15,0.6298274949141063,0.6063100633406134,1.1392702123518135
3,1.0,0.15,0.25,0.3,0.6298698220906733,0.6706483562715615,1.4631150009347778
4,1.1,0.3,0.15,0.3,0.6300348737340394,0.660183977734043,1.1539116230269524
2,1.4,0.05,0.1,0.25,0.6300506050370902,0.5579315074631591,1.606665294164882
4,1.2,0.2,0.1,0.25,0.6301110054489505,0.7556683588254093,1.2316399576664954
4,1.4,0.3,0.05,0.3,0.6302135253782478,0.7092523743413437,1.0807263402159457
2,0.6,0.25,0.25,0.3,0.6302171285898476,0.4753770889730119,1.578050382172541
2,0.8,0.25,0.15,0.15,0.6302648309007807,0.5656674272985232,1.3827165338451906
2,1.3,0.15,0.15,0.3,0.6303426511359103,0.4614362336149249,1.490407642838227
2,0.4,0.3,0.25,0.3,0.6303660828591716,0.4287081635873056,1.734035839190598
4,0.8,0.15,0.15,0.15,0.630458457854293,0.7431492575788883,1.1866122524465363
3,1.2,0.2,0.2,0.3,0.6305477900836407,0.6923347998735673,1.5234819115011988
4,0.8,0.3,0.25,0.3,0.6306003048419798,0.5175750495959505,1.2580725493596063
4,1.0,0.05,0.2,0.25,0.6306565016829782,0.7284868391102083,1.461232703081844
2,0.9,0.15,0.2,0.25,0.6308987058879197,0.5842993624260368,1.2703710447490475
3,1.0,0.1,0.2,0.25,0.6311013323808269,0.7838037615347365,1.4312308352959335
2,0.5,0.1,0.25,0.2,0.6311433731156892,0.5784662241081695,1.1750374890736537
4,0.8,0.1,0.2,0.2,0.6311498628450445,0.7709839713348952,1.2852300886743686
4,1.0,0.25,0.15,0.25,0.6311618666041556,0.7142367115965037,1.153052591915287
2,1.4,0.1,0.1,0.25,0.6312138625239381,0.512799406373672,1.5699599393816064
3,1.0,0.1,0.25,0.3,0.6313029493808204,0.7486872065673711,1.491653660362716
4,0.5,0.2,0.25,0.2,0.6314005829364574,0.5794703434359846,1.1466559672020964
4,0.6,0.1,0.25,0.2,0.6314307150410111,0.7341480182768481,1.201204849755033
3,1.3,0.05,0.15,0.3,0.6314575704591058,0.6456993772879678,1.5568060109755868
4,0.9,0.1,0.25,0.3,0.631629553670521,0.7390526294144297,1.3559711269487722
3,1.3,0.25,0.1,0.2,0.6317564425898987,0.7267661027042227,1.4447032258740198
4,1.2,0.15,0.15,0.3,0.6318006486016281,0.7740646206264675,1.3547088574148736
2,1.0,0.05,0.15,0.2,0.6320263880372401,0.5802210990820063,1.3896023446205177
3,1.1,0.2,0.1,0.15,0.6320373664197358,0.7490895064913695,1.3318411647901844
3,1.4,0.2,0.15,0.3,0.6320809102910504,0.7072708110915781,1.5990254070002223
4,1.0,0.2,0.2,0.3,0.6321060759860652,0.6984379540963066,1.2555809894310632
2,1.1,0.05,0.2,0.3,0.632157082110287,0.604307994843533,1.4758126256571487
3,1.4,0.3,0.15,0.3,0.6322462008910975,0.5978744421583915,1.529194979987042
2,0.7,0.05,0.25,0.25,0.6322674044593233,0.5739189161923528,1.2401888129495604
2,1.4,0.15,0.1,0.25,0.632377120010786,0.4676673052841858,1.5332545845983299
3,0.4,0.1,0.25,0.15,0.6324490253924895,0.7533888840900942,1.0690028746448368
2,1.3,0.2,0.15,0.3,0.632460896534303,0.4187329068526987,1.4572084587695466
3,1.4,0.25,0.15,0.3,0.6324635565120756,0.6525726266249847,1.5641101934936326
4,1.1,0.2,0.1,0.2,0.6324728264173445,0.7476168651512362,1.218115929210442
4,0.5,0.2,0.2,0.15,0.6324832721321033,0.6634781907536504,1.1610828957655963
2,0.8,0.3,0.2,0.3,0.6325665955928884,0.4415071566479614,1.6247797379841369
4,1.4,0.1,0.1,0.3,0.6326305847428604,0.6883168267693794,1.4446215141278553
4,1.3,0.3,0.05,0.25,0.6326416611016801,0.7576105788184949,1.0677550547712624
2,0.8,0.25,0.2,0.25,0.6326508299368964,0.49021938086380007,1.4799552710931034
4,1.2,0.05,0.05,0.15,0.6326788777894208,0.6204981456504551,1.3436087552255416
3,1.1,0.05,0.15,0.25,0.632783335523717,0.6871517089609114,1.4036743800584617
3,0.7,0.05,0.2,0.2,0.6328231865926646,0.7257055681528698,1.1879764871594938
4,0.9,0.3,0.1,0.15,0.632884486483687,0.7254329485795016,1.1858739938825338
4,0.9,0.2,0.15,0.2,0.6328994626494475,0.7795469909982337,1.1698001414577277
3,0.9,0.3,0.15,0.15,0.6329444243615016,0.594535176764817,1.2179961124638388
4,1.3,0.1,0.1,0.25,0.6329861624831076,0.7066369002099958,1.4301776705271947
4,1.1,0.1,0.2,0.3,0.6330089881747605,0.7885246906948672,1.445797732819854
2,0.9,0.2,0.2,0.25,0.6330934828814971,0.5403424552862371,1.3483402334290973
3,1.2,0.15,0.2,0.3,0.6331705703401125,0.7692164397259903,1.5550490168535238
2,1.0,0.1,0.15,0.2,0.6331792030870553,0.6233507155223847,1.3580622481798945
2,0.5,0.15,0.25,0.2,0.6332946775783815,0.6170495811888215,1.2985539291044412
2,0.5,0.25,0.2,0.15,0.63331793124584,0.6268551880690076,1.4720239979242478
3,1.4,0.15,0.15,0.3,0.6333263128488412,0.7619689955581714,1.633940620506813
4,1.0,0.25,0.2,0.3,0.6334132942892733,0.6399158942861606,1.227042330003125
4,1.0,0.3,0.15,0.25,0.6334224125899315,0.6513683152806423,1.1739806213694606
2,1.4,0.2,0.1,0.25,0.6335403774976338,0.4225352041946988,1.4965492298150531
3,1.1,0.3,0.15,0.2,0.633552917532683,0.6138836247807892,1.361055467490343
4,1.2,0.1,0.1,0.2,0.6336128104573238,0.7003445814028507,1.4158326786190414
4,0.5,0.25,0.25,0.2,0.6336284538600672,0.5099959602399575,1.2390831894052325
3,0.8,0.1,0.2,0.2,0.6337082589135377,0.7709839713348952,1.2852300886743686
4,0.9,0.15,0.2,0.25,0.6337673666314314,0.7598241800036276,1.2703710447490475
4,1.1,0.15,0.15,0.25,0.6338266905395759,0.7680345334683664,1.3405668014571182
4,0.7,0.15,0.25,0.25,0.6339925738051242,0.662933844547237,1.1886140236464249
2,1.0,0.3,0.15,0.25,0.634015535633925,0.4313615455715973,1.5223615690331598
